UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temp_difference,torque-per-rpm
1757,M16616,M,298.1,307.4,1363,60.1,187,0,0,0,0,0,0,9.299999999999955,0.04409391049156273
1758,M16617,M,298.1,307.4,1335,56.2,190,0,0,0,0,0,0,9.299999999999955,0.04209737827715356
1759,L48938,L,298.1,307.4,1608,33.9,193,0,0,0,0,0,0,9.299999999999955,0.021082089552238805
1760,H31173,H,298.0,307.4,1606,35.2,195,0,0,0,0,0,0,9.399999999999977,0.021917808219178082
1761,L48940,L,298.1,307.5,1684,33.1,200,0,0,0,0,0,0,9.399999999999977,0.01965558194774347
1762,L48941,L,298.1,307.6,1950,20.3,202,0,0,0,0,0,0,9.5,0.01041025641025641
1763,H31176,H,298.2,307.6,1460,48.6,204,0,0,0,0,0,0,9.400000000000034,0.033287671232876716
1764,L48943,L,298.2,307.6,1511,31.0,209,1,1,0,0,0,0,9.400000000000034,0.020516214427531435
1765,H31178,H,298.2,307.6,1318,55.7,0,0,0,0,0,0,0,9.400000000000034,0.042261001517450686
1766,L48945,L,298.2,307.6,1368,51.8,5,0,0,0,0,0,0,9.400000000000034,0.03786549707602339
1767,M16626,M,298.3,307.7,1717,27.1,7,0,0,0,0,0,0,9.399999999999977,0.015783343040186373
1768,M16627,M,298.3,307.7,1520,41.4,10,0,0,0,0,0,0,9.399999999999977,0.027236842105263157
1769,M16628,M,298.3,307.8,1485,42.0,13,0,0,0,0,0,0,9.5,0.028282828282828285
1770,L48949,L,298.4,307.9,1981,23.2,16,0,0,0,0,0,0,9.5,0.011711256940938919
1771,H31184,H,298.4,307.9,1605,31.0,18,0,0,0,0,0,0,9.5,0.019314641744548288
1772,L48951,L,298.4,307.9,1446,45.3,23,0,0,0,0,0,0,9.5,0.03132780082987552
1773,L48952,L,298.4,308.0,1508,47.9,25,0,0,0,0,0,0,9.600000000000023,0.03176392572944297
1774,L48953,L,298.5,308.0,1384,59.5,27,0,0,0,0,0,0,9.5,0.04299132947976879
1775,M16634,M,298.5,308.0,1519,37.3,29,0,0,0,0,0,0,9.5,0.024555628703094138
1776,L48955,L,298.5,308.0,1404,48.1,32,0,0,0,0,0,0,9.5,0.03425925925925926
1777,L48956,L,298.5,308.1,1564,31.1,34,0,0,0,0,0,0,9.600000000000023,0.019884910485933504
1778,H31191,H,298.6,308.2,1555,36.8,36,0,0,0,0,0,0,9.599999999999966,0.023665594855305463
1779,L48958,L,298.6,308.2,1325,54.0,41,0,0,0,0,0,0,9.599999999999966,0.040754716981132075
1780,M16639,M,298.6,308.2,1488,44.0,43,0,0,0,0,0,0,9.599999999999966,0.02956989247311828
1781,L48960,L,298.5,308.2,1595,32.3,46,0,0,0,0,0,0,9.699999999999989,0.020250783699059558
1782,L48961,L,298.5,308.1,1662,28.6,48,0,0,0,0,0,0,9.600000000000023,0.017208182912154032
1783,L48962,L,298.4,308.0,1571,37.4,50,0,0,0,0,0,0,9.600000000000023,0.02380649267982177
1784,H31197,H,298.3,308.0,1553,41.0,52,0,0,0,0,0,0,9.699999999999989,0.026400515132002575
1785,L48964,L,298.3,308.0,2886,3.8,57,1,0,0,1,0,0,9.699999999999989,0.0013167013167013166
1786,L48965,L,298.2,308.0,1538,38.2,59,0,0,0,0,0,0,9.800000000000011,0.024837451235370612
1787,L48966,L,298.4,308.2,1618,33.0,61,0,0,0,0,0,0,9.800000000000011,0.0203955500618047
1788,L48967,L,298.4,308.2,1364,45.9,63,0,0,0,0,0,0,9.800000000000011,0.03365102639296188
1789,L48968,L,298.3,308.0,1442,47.3,65,0,0,0,0,0,0,9.699999999999989,0.03280166435506241
1790,L48969,L,298.2,307.9,1313,67.3,67,1,0,0,1,0,0,9.699999999999989,0.051256664127951254
1791,L48970,L,298.2,307.9,1847,23.6,69,0,0,0,0,0,0,9.699999999999989,0.012777476989713049
1792,L48971,L,298.1,307.8,1524,40.8,71,0,0,0,0,0,0,9.699999999999989,0.026771653543307086
1793,M16652,M,298.1,307.7,1445,48.0,73,0,0,0,0,0,0,9.599999999999966,0.03321799307958478
1794,L48973,L,298.1,307.8,1761,28.2,76,0,0,0,0,0,0,9.699999999999989,0.016013628620102215
1795,M16654,M,298.1,307.8,1514,43.5,78,0,0,0,0,0,0,9.699999999999989,0.028731836195508585
1796,M16655,M,298.1,307.7,1498,38.3,81,0,0,0,0,0,0,9.599999999999966,0.02556742323097463
1797,H31210,H,298.1,307.6,1542,37.1,84,0,0,0,0,0,0,9.5,0.024059662775616084
1798,M16657,M,298.0,307.6,1508,41.8,89,0,0,0,0,0,0,9.600000000000023,0.027718832891246683
1799,M16658,M,298.0,307.5,1431,52.9,92,0,0,0,0,0,0,9.5,0.03696715583508036
1800,M16659,M,298.0,307.5,1427,45.1,95,0,0,0,0,0,0,9.5,0.03160476524176594
1801,M16660,M,298.0,307.5,1524,36.3,98,0,0,0,0,0,0,9.5,0.023818897637795274
1802,M16661,M,298.0,307.5,1427,43.6,101,0,0,0,0,0,0,9.5,0.030553608969866853
1803,H31216,H,298.1,307.6,1496,44.1,104,0,0,0,0,0,0,9.5,0.02947860962566845
1804,L48983,L,298.1,307.7,1388,40.3,109,0,0,0,0,0,0,9.599999999999966,0.02903458213256484
1805,L48984,L,298.1,307.7,1495,48.1,111,0,0,0,0,0,0,9.599999999999966,0.03217391304347826
1806,H31219,H,298.1,307.7,1376,56.2,113,0,0,0,0,0,0,9.599999999999966,0.04084302325581395
1807,H31220,H,298.0,307.6,1593,32.2,118,0,0,0,0,0,0,9.600000000000023,0.02021343377275581
1808,L48987,L,298.0,307.6,1654,28.9,123,0,0,0,0,0,0,9.600000000000023,0.01747279322853688
1809,L48988,L,298.1,307.7,2567,12.8,125,1,0,0,1,0,0,9.599999999999966,0.004986365407089989
1810,L48989,L,298.1,307.7,1767,27.0,127,0,0,0,0,0,0,9.599999999999966,0.015280135823429542
1811,L48990,L,298.1,307.6,1364,53.8,129,0,0,0,0,0,0,9.5,0.03944281524926686
1812,M16671,M,298.1,307.8,1569,31.2,131,0,0,0,0,0,0,9.699999999999989,0.01988527724665392
1813,L48992,L,298.2,307.8,1476,36.8,134,0,0,0,0,0,0,9.600000000000023,0.024932249322493223
1814,L48993,L,298.1,307.7,1479,45.0,136,0,0,0,0,0,0,9.599999999999966,0.030425963488843813
1815,L48994,L,298.1,307.7,1650,34.1,138,0,0,0,0,0,0,9.599999999999966,0.020666666666666667
1816,M16675,M,298.1,307.6,1565,36.3,140,0,0,0,0,0,0,9.5,0.023194888178913735
1817,L48996,L,298.1,307.6,1460,46.5,143,0,0,0,0,0,0,9.5,0.03184931506849315
1818,L48997,L,298.1,307.7,1664,27.6,145,0,0,0,0,0,0,9.599999999999966,0.01658653846153846
1819,M16678,M,298.1,307.7,1435,40.9,147,0,0,0,0,0,0,9.599999999999966,0.028501742160278745
1820,M16679,M,298.1,307.6,2066,19.2,150,0,0,0,0,0,0,9.5,0.009293320425943852
1821,L49000,L,298.1,307.5,1493,43.7,153,0,0,0,0,0,0,9.399999999999977,0.029269926322839923
1822,L49001,L,298.1,307.6,1354,43.3,155,0,0,0,0,0,0,9.5,0.031979320531757754
1823,L49002,L,298.1,307.6,1488,39.4,157,0,0,0,0,0,0,9.5,0.026478494623655913
1824,L49003,L,298.1,307.7,1414,48.7,159,0,0,0,0,0,0,9.599999999999966,0.03444130127298444
1825,L49004,L,298.1,307.5,1391,57.4,161,0,0,0,0,0,0,9.399999999999977,0.04126527677929547
1826,M16685,M,298.0,307.5,1784,27.8,163,0,0,0,0,0,0,9.5,0.015582959641255606
1827,H31240,H,297.8,307.3,1516,40.1,166,0,0,0,0,0,0,9.5,0.02645118733509235
1828,M16687,M,297.9,307.3,1420,47.8,171,0,0,0,0,0,0,9.400000000000034,0.03366197183098591
1829,L49008,L,297.8,307.2,1351,56.3,174,0,0,0,0,0,0,9.399999999999977,0.04167283493708364
1830,L49009,L,297.8,307.2,1880,23.0,176,0,0,0,0,0,0,9.399999999999977,0.01223404255319149
1831,L49010,L,297.8,307.3,1859,24.0,178,0,0,0,0,0,0,9.5,0.012910166756320602
1832,M16691,M,297.8,307.3,1315,54.0,180,0,0,0,0,0,0,9.5,0.04106463878326996
1833,M16692,M,297.8,307.4,1330,51.7,183,0,0,0,0,0,0,9.599999999999966,0.03887218045112782
1834,L49013,L,297.8,307.3,1327,61.0,186,1,0,0,0,1,0,9.5,0.045968349660889224
1835,L49014,L,297.8,307.2,1498,38.1,188,0,0,0,0,0,0,9.399999999999977,0.025433911882510013
1836,H31249,H,297.8,307.3,1555,35.8,190,0,0,0,0,0,0,9.5,0.02302250803858521
1837,L49016,L,297.7,307.2,1518,35.8,195,0,0,0,0,0,0,9.5,0.023583662714097495
1838,L49017,L,297.7,307.2,1392,43.0,197,0,0,0,0,0,0,9.5,0.03089080459770115
1839,M16698,M,297.8,307.2,1456,39.6,199,0,0,0,0,0,0,9.399999999999977,0.0271978021978022
1840,L49019,L,297.7,307.1,1715,30.2,0,0,0,0,0,0,0,9.400000000000034,0.01760932944606414
1841,M16700,M,297.7,307.2,1405,43.7,2,0,0,0,0,0,0,9.5,0.03110320284697509
1842,L49021,L,297.7,307.2,1668,37.8,5,0,0,0,0,0,0,9.5,0.02266187050359712
1843,H31256,H,297.7,307.1,1855,22.5,7,0,0,0,0,0,0,9.400000000000034,0.012129380053908356
1844,L49023,L,297.6,307.1,1496,39.2,12,0,0,0,0,0,0,9.5,0.026203208556149736
1845,M16704,M,297.6,307.1,1471,44.9,14,0,0,0,0,0,0,9.5,0.03052345343303875
1846,L49025,L,297.7,307.2,1444,40.0,17,0,0,0,0,0,0,9.5,0.027700831024930747
1847,H31260,H,297.7,307.3,1514,38.6,19,0,0,0,0,0,0,9.600000000000023,0.02549537648612946
1848,L49027,L,297.8,307.3,1412,50.7,24,0,0,0,0,0,0,9.5,0.03590651558073655
1849,H31262,H,297.7,307.2,1429,44.1,26,0,0,0,0,0,0,9.5,0.03086074177746676
1850,L49029,L,297.7,307.2,1668,32.7,31,0,0,0,0,0,0,9.5,0.01960431654676259
1851,M16710,M,297.7,307.2,1372,52.8,33,0,0,0,0,0,0,9.5,0.03848396501457726
1852,M16711,M,297.7,307.3,1365,49.2,36,0,0,0,0,0,0,9.600000000000023,0.03604395604395605
1853,M16712,M,297.6,307.1,1526,39.1,39,0,0,0,0,0,0,9.5,0.02562254259501966
1854,L49033,L,297.6,307.2,1486,40.6,42,0,0,0,0,0,0,9.599999999999966,0.027321668909825035
1855,M16714,M,297.6,307.2,1470,42.6,44,0,0,0,0,0,0,9.599999999999966,0.028979591836734694
1856,H31269,H,297.7,307.3,1249,62.8,47,0,0,0,0,0,0,9.600000000000023,0.050280224179343476
1857,M16716,M,297.8,307.4,1752,26.1,52,0,0,0,0,0,0,9.599999999999966,0.014897260273972604
1858,L49037,L,297.7,307.4,1643,36.5,55,0,0,0,0,0,0,9.699999999999989,0.022215459525258673
1859,M16718,M,297.8,307.4,1488,36.1,57,0,0,0,0,0,0,9.599999999999966,0.024260752688172044
1860,L49039,L,297.8,307.4,1355,45.8,60,0,0,0,0,0,0,9.599999999999966,0.03380073800738007
1861,L49040,L,297.8,307.6,1607,30.3,62,0,0,0,0,0,0,9.800000000000011,0.018855009334163036
1862,M16721,M,297.9,307.6,1609,30.3,64,0,0,0,0,0,0,9.700000000000045,0.018831572405220636
1863,L49042,L,297.9,307.7,1517,44.4,67,0,0,0,0,0,0,9.800000000000011,0.029268292682926828
1864,M16723,M,297.9,307.7,1517,39.5,69,0,0,0,0,0,0,9.800000000000011,0.026038233355306525
1865,L49044,L,297.9,307.7,1546,37.6,72,0,0,0,0,0,0,9.800000000000011,0.024320827943078913
1866,L49045,L,297.9,307.7,1567,34.7,74,0,0,0,0,0,0,9.800000000000011,0.0221442246330568
1867,M16726,M,298.1,307.9,1662,28.9,76,0,0,0,0,0,0,9.799999999999955,0.017388688327316486
1868,L49047,L,298.1,307.9,1502,41.8,79,0,0,0,0,0,0,9.799999999999955,0.027829560585885486
1869,L49048,L,298.3,308.0,1361,56.9,81,0,0,0,0,0,0,9.699999999999989,0.04180749448934607
1870,M16729,M,298.3,308.1,1630,32.7,83,0,0,0,0,0,0,9.800000000000011,0.020061349693251535
1871,L49050,L,298.3,308.0,1486,42.3,86,0,0,0,0,0,0,9.699999999999989,0.028465679676985194
1872,L49051,L,298.3,308.1,1840,21.5,88,0,0,0,0,0,0,9.800000000000011,0.011684782608695652
1873,L49052,L,298.3,308.1,1326,58.4,90,0,0,0,0,0,0,9.800000000000011,0.04404223227752639
1874,L49053,L,298.4,308.1,1367,57.8,92,0,0,0,0,0,0,9.700000000000045,0.04228237015362107
1875,L49054,L,298.4,308.1,1598,32.7,94,0,0,0,0,0,0,9.700000000000045,0.020463078848560703
1876,L49055,L,298.3,308.0,1363,50.1,96,0,0,0,0,0,0,9.699999999999989,0.036757153338224505
1877,L49056,L,298.3,308.0,1242,62.0,98,0,0,0,0,0,0,9.699999999999989,0.0499194847020934
1878,M16737,M,298.2,307.8,1566,33.8,100,0,0,0,0,0,0,9.600000000000023,0.021583652618135375
1879,M16738,M,298.1,307.7,1424,47.7,103,0,0,0,0,0,0,9.599999999999966,0.03349719101123596
1880,M16739,M,298.2,307.7,1608,33.8,106,0,0,0,0,0,0,9.5,0.021019900497512435
1881,L49060,L,298.1,307.7,1705,29.1,109,0,0,0,0,0,0,9.599999999999966,0.017067448680351906
1882,L49061,L,298.0,307.6,1548,45.8,111,0,0,0,0,0,0,9.600000000000023,0.029586563307493537
1883,M16742,M,298.0,307.6,1581,43.4,113,0,0,0,0,0,0,9.600000000000023,0.027450980392156862
1884,M16743,M,298.0,307.6,1472,46.7,116,0,0,0,0,0,0,9.600000000000023,0.03172554347826087
1885,M16744,M,298.0,307.6,1792,26.0,119,0,0,0,0,0,0,9.600000000000023,0.014508928571428572
1886,L49065,L,298.0,307.6,1683,32.8,122,0,0,0,0,0,0,9.600000000000023,0.01948900772430184
1887,L49066,L,297.9,307.6,1503,40.7,124,0,0,0,0,0,0,9.700000000000045,0.0270791749833666
1888,M16747,M,297.9,307.5,1642,32.4,126,0,0,0,0,0,0,9.600000000000023,0.019732034104750305
1889,M16748,M,297.8,307.4,1902,24.3,129,0,0,0,0,0,0,9.599999999999966,0.012776025236593061
1890,H31303,H,297.7,307.4,1432,40.2,132,0,0,0,0,0,0,9.699999999999989,0.028072625698324024
1891,L49070,L,297.8,307.4,1512,40.8,137,0,0,0,0,0,0,9.599999999999966,0.026984126984126982
1892,L49071,L,297.7,307.4,1764,29.0,139,0,0,0,0,0,0,9.699999999999989,0.016439909297052153
1893,M16752,M,297.8,307.4,1438,43.6,141,0,0,0,0,0,0,9.599999999999966,0.03031988873435327
1894,L49073,L,297.8,307.5,1631,29.9,144,0,0,0,0,0,0,9.699999999999989,0.018332311465358676
1895,H31308,H,297.9,307.5,1880,23.3,146,0,0,0,0,0,0,9.600000000000023,0.012393617021276596
1896,L49075,L,297.9,307.6,1344,54.3,151,0,0,0,0,0,0,9.700000000000045,0.04040178571428571
1897,L49076,L,297.9,307.5,1574,35.8,153,0,0,0,0,0,0,9.600000000000023,0.02274459974587039
1898,L49077,L,297.8,307.4,1418,41.2,155,0,0,0,0,0,0,9.599999999999966,0.02905500705218618
1899,L49078,L,297.8,307.5,1372,54.1,157,0,0,0,0,0,0,9.699999999999989,0.03943148688046647
1900,L49079,L,297.8,307.5,1388,40.0,159,0,0,0,0,0,0,9.699999999999989,0.02881844380403458
1901,H31314,H,297.9,307.6,1493,36.0,161,0,0,0,0,0,0,9.700000000000045,0.024112525117213665
1902,M16761,M,297.9,307.6,1505,40.1,166,0,0,0,0,0,0,9.700000000000045,0.02664451827242525
1903,L49082,L,298.0,307.6,1694,29.1,169,0,0,0,0,0,0,9.600000000000023,0.01717827626918536
1904,L49083,L,297.9,307.6,1968,20.4,171,0,0,0,0,0,0,9.700000000000045,0.010365853658536584
1905,M16764,M,298.0,307.6,1569,35.6,173,0,0,0,0,0,0,9.600000000000023,0.022689611217335884
1906,L49085,L,297.9,307.6,1687,29.1,176,0,0,0,0,0,0,9.700000000000045,0.017249555423829284
1907,L49086,L,297.9,307.6,1430,52.4,178,0,0,0,0,0,0,9.700000000000045,0.03664335664335664
1908,L49087,L,297.9,307.6,1504,42.4,180,0,0,0,0,0,0,9.700000000000045,0.028191489361702127
1909,L49088,L,297.9,307.6,1977,20.2,182,0,0,0,0,0,0,9.700000000000045,0.010217501264542236
1910,L49089,L,298.0,307.7,1435,45.6,184,0,0,0,0,0,0,9.699999999999989,0.03177700348432056
1911,H31324,H,298.0,307.7,1547,36.8,186,0,0,0,0,0,0,9.699999999999989,0.0237879767291532
1912,M16771,M,298.1,307.8,1316,57.2,191,0,0,0,0,0,0,9.699999999999989,0.04346504559270517
1913,M16772,M,298.0,307.7,1621,34.9,194,0,0,0,0,0,0,9.699999999999989,0.02152991980259099
1914,M16773,M,298.0,307.8,1492,40.2,197,0,0,0,0,0,0,9.800000000000011,0.026943699731903487
1915,L49094,L,298.0,307.7,1643,32.3,200,0,0,0,0,0,0,9.699999999999989,0.019659160073037127
1916,L49095,L,298.0,307.7,1492,38.7,202,0,0,0,0,0,0,9.699999999999989,0.02593833780160858
1917,L49096,L,298.0,307.7,1387,50.8,204,0,0,0,0,0,0,9.699999999999989,0.03662581110310022
1918,M16777,M,298.1,307.9,1463,47.3,206,0,0,0,0,0,0,9.799999999999955,0.03233082706766917
1919,M16778,M,298.1,307.9,1496,40.0,0,0,0,0,0,0,0,9.799999999999955,0.026737967914438502
1920,L49099,L,298.2,308.0,1658,30.0,3,0,0,0,0,0,0,9.800000000000011,0.018094089264173704
1921,L49100,L,298.1,307.9,2161,17.5,5,0,0,0,0,0,0,9.799999999999955,0.008098102730217492
1922,L49101,L,298.1,307.9,1665,32.0,7,0,0,0,0,0,0,9.799999999999955,0.01921921921921922
1923,L49102,L,298.0,307.8,1716,26.6,9,0,0,0,0,0,0,9.800000000000011,0.015501165501165502
1924,L49103,L,298.0,307.7,1529,34.1,11,0,0,0,0,0,0,9.699999999999989,0.022302158273381296
1925,L49104,L,297.9,307.7,1353,50.7,13,0,0,0,0,0,0,9.800000000000011,0.03747228381374723
1926,L49105,L,297.9,307.7,1537,37.7,15,0,0,0,0,0,0,9.800000000000011,0.024528301886792454
1927,L49106,L,298.0,307.7,1606,30.8,17,0,0,0,0,0,0,9.699999999999989,0.019178082191780823
1928,H31341,H,298.0,307.8,1314,47.8,19,0,0,0,0,0,0,9.800000000000011,0.03637747336377473
1929,L49108,L,298.0,307.8,1623,29.9,24,0,0,0,0,0,0,9.800000000000011,0.01842267406038201
1930,M16789,M,298.0,307.8,1483,50.9,26,0,0,0,0,0,0,9.800000000000011,0.034322319622387056
1931,M16790,M,298.1,307.9,1569,37.0,29,0,0,0,0,0,0,9.799999999999955,0.023581899298916506
1932,M16791,M,298.2,308.0,1969,21.7,32,0,0,0,0,0,0,9.800000000000011,0.011020822752666328
1933,M16792,M,298.1,308.0,1686,29.3,35,0,0,0,0,0,0,9.899999999999977,0.01737841043890866
1934,L49113,L,298.1,308.0,1638,35.1,38,0,0,0,0,0,0,9.899999999999977,0.02142857142857143
1935,L49114,L,298.1,307.9,1698,33.3,40,0,0,0,0,0,0,9.799999999999955,0.0196113074204947
1936,M16795,M,298.1,307.9,1377,55.1,42,0,0,0,0,0,0,9.799999999999955,0.04001452432824982
1937,M16796,M,298.1,308.0,2129,18.4,45,0,0,0,0,0,0,9.899999999999977,0.008642555190230154
1938,L49117,L,298.2,308.0,1411,42.4,48,0,0,0,0,0,0,9.800000000000011,0.030049610205527995
1939,L49118,L,298.1,307.9,1517,40.8,50,0,0,0,0,0,0,9.799999999999955,0.026895187870797626
1940,M16799,M,298.1,307.9,1303,53.9,52,0,0,0,0,0,0,9.799999999999955,0.04136607828089025
1941,L49120,L,298.1,307.9,1578,35.6,55,0,0,0,0,0,0,9.799999999999955,0.022560202788339673
1942,L49121,L,298.1,307.9,1425,58.2,57,0,0,0,0,0,0,9.799999999999955,0.040842105263157895
1943,L49122,L,298.1,308.0,1456,42.4,59,0,0,0,0,0,0,9.899999999999977,0.02912087912087912
1944,L49123,L,298.1,308.0,1704,30.9,61,0,0,0,0,0,0,9.899999999999977,0.01813380281690141
1945,L49124,L,298.1,308.1,1791,27.3,63,0,0,0,0,0,0,10.0,0.015242881072026801
1946,L49125,L,298.1,308.1,1616,32.8,65,0,0,0,0,0,0,10.0,0.020297029702970294
1947,L49126,L,298.2,308.1,1622,34.9,67,0,0,0,0,0,0,9.900000000000034,0.02151664611590629
1948,L49127,L,298.2,308.1,1462,49.9,69,0,0,0,0,0,0,9.900000000000034,0.0341313269493844
1949,L49128,L,298.1,308.1,1410,45.8,71,0,0,0,0,0,0,10.0,0.032482269503546095
1950,M16809,M,298.1,308.0,1543,41.9,73,0,0,0,0,0,0,9.899999999999977,0.0271548930654569
1951,M16810,M,298.0,307.9,1479,47.6,76,0,0,0,0,0,0,9.899999999999977,0.03218390804597701
1952,L49131,L,298.0,307.8,1839,22.7,79,0,0,0,0,0,0,9.800000000000011,0.012343665035345296
1953,L49132,L,298.0,307.8,1266,60.5,81,0,0,0,0,0,0,9.800000000000011,0.04778830963665087
1954,L49133,L,297.9,307.7,1593,34.9,83,0,0,0,0,0,0,9.800000000000011,0.021908349026993092
1955,L49134,L,297.9,307.8,1459,46.9,85,0,0,0,0,0,0,9.900000000000034,0.032145305003427
1956,L49135,L,297.9,307.7,1308,55.2,87,0,0,0,0,0,0,9.800000000000011,0.04220183486238532
1957,M16816,M,297.9,307.7,1364,46.8,89,0,0,0,0,0,0,9.800000000000011,0.0343108504398827
1958,H31371,H,297.9,307.7,1618,35.9,92,0,0,0,0,0,0,9.800000000000011,0.02218788627935723
1959,H31372,H,297.9,307.7,1464,43.2,97,0,0,0,0,0,0,9.800000000000011,0.029508196721311476
1960,M16819,M,297.8,307.6,1352,49.4,102,0,0,0,0,0,0,9.800000000000011,0.03653846153846154
1961,L49140,L,297.8,307.6,1446,51.4,105,0,0,0,0,0,0,9.800000000000011,0.035546334716459196
1962,L49141,L,297.8,307.5,1448,51.2,107,0,0,0,0,0,0,9.699999999999989,0.03535911602209945
1963,L49142,L,297.8,307.5,1391,48.6,109,0,0,0,0,0,0,9.699999999999989,0.034938892882818116
1964,L49143,L,297.7,307.5,1379,43.3,111,0,0,0,0,0,0,9.800000000000011,0.031399564902102974
1965,M16824,M,297.8,307.5,1405,46.9,113,0,0,0,0,0,0,9.699999999999989,0.033380782918149464
1966,L49145,L,297.8,307.5,1581,33.1,116,0,0,0,0,0,0,9.699999999999989,0.020936116382036688
1967,L49146,L,297.9,307.6,1515,40.5,118,0,0,0,0,0,0,9.700000000000045,0.026732673267326732
1968,L49147,L,297.9,307.6,1589,37.8,120,0,0,0,0,0,0,9.700000000000045,0.023788546255506606
1969,L49148,L,298.0,307.6,1281,50.8,122,0,0,0,0,0,0,9.600000000000023,0.03965651834504293
1970,H31383,H,297.8,307.5,1631,31.3,124,0,0,0,0,0,0,9.699999999999989,0.01919068056407112
1971,M16830,M,297.9,307.6,1202,67.0,129,0,0,0,0,0,0,9.700000000000045,0.05574043261231281
1972,L49151,L,297.9,307.6,1298,52.7,132,0,0,0,0,0,0,9.700000000000045,0.040600924499229585
1973,L49152,L,297.9,307.6,1612,30.7,134,0,0,0,0,0,0,9.700000000000045,0.019044665012406946
1974,L49153,L,297.9,307.6,1747,25.3,136,0,0,0,0,0,0,9.700000000000045,0.014481969089868346
1975,L49154,L,298.0,307.6,1450,48.7,138,0,0,0,0,0,0,9.600000000000023,0.03358620689655173
1976,L49155,L,298.0,307.7,1422,45.6,140,0,0,0,0,0,0,9.699999999999989,0.032067510548523206
1977,M16836,M,298.1,307.7,1419,47.4,142,0,0,0,0,0,0,9.599999999999966,0.03340380549682875
1978,M16837,M,298.1,307.7,1633,30.7,145,0,0,0,0,0,0,9.599999999999966,0.018799755052051437
1979,L49158,L,298.0,307.7,1442,43.6,148,0,0,0,0,0,0,9.699999999999989,0.030235783633841887
1980,H31393,H,298.0,307.6,1420,45.8,150,0,0,0,0,0,0,9.600000000000023,0.03225352112676056
1981,M16840,M,298.0,307.6,1301,58.5,155,0,0,0,0,0,0,9.600000000000023,0.04496541122213682
1982,L49161,L,298.0,307.6,1385,45.0,158,0,0,0,0,0,0,9.600000000000023,0.032490974729241874
1983,M16842,M,298.0,307.7,1487,41.3,160,0,0,0,0,0,0,9.699999999999989,0.02777404169468729
1984,M16843,M,298.0,307.6,1459,44.4,163,0,0,0,0,0,0,9.600000000000023,0.030431802604523644
1985,M16844,M,298.0,307.5,1387,45.5,166,0,0,0,0,0,0,9.5,0.03280461427541456
1986,L49165,L,298.1,307.7,1537,40.8,169,0,0,0,0,0,0,9.599999999999966,0.026545217957059206
1987,L49166,L,298.1,307.6,1498,42.9,171,0,0,0,0,0,0,9.5,0.02863818424566088
1988,M16847,M,298.2,307.8,1599,31.2,173,0,0,0,0,0,0,9.600000000000023,0.01951219512195122
1989,H31402,H,298.3,307.9,1420,39.2,176,0,0,0,0,0,0,9.599999999999966,0.027605633802816904
1990,L49169,L,298.2,307.9,1785,23.4,181,0,0,0,0,0,0,9.699999999999989,0.01310924369747899
1991,L49170,L,298.2,307.8,1423,48.1,183,0,0,0,0,0,0,9.600000000000023,0.033801827125790586
1992,M16851,M,298.2,307.8,1583,36.6,185,0,0,0,0,0,0,9.600000000000023,0.02312065698041693
1993,L49172,L,298.2,307.8,1375,46.6,188,0,0,0,0,0,0,9.600000000000023,0.03389090909090909
1994,M16853,M,298.3,308.0,1463,42.5,190,0,0,0,0,0,0,9.699999999999989,0.029049897470950103
1995,M16854,M,298.2,307.9,1403,45.1,193,0,0,0,0,0,0,9.699999999999989,0.032145402708481825
1996,L49175,L,298.3,308.0,1451,47.1,196,0,0,0,0,0,0,9.699999999999989,0.032460372157133016
1997,M16856,M,298.4,308.0,1416,38.2,198,1,1,0,0,0,0,9.600000000000023,0.026977401129943505
1998,L49177,L,298.3,308.1,1672,41.3,0,0,0,0,0,0,0,9.800000000000011,0.024700956937799043
1999,H31412,H,298.3,308.0,1637,30.8,2,0,0,0,0,0,0,9.699999999999989,0.018814905314599877
2000,L49179,L,298.4,308.0,1540,37.8,7,0,0,0,0,0,0,9.600000000000023,0.024545454545454544
2001,L49180,L,298.4,308.1,1279,53.1,9,0,0,0,0,0,0,9.700000000000045,0.04151681000781861
2002,L49181,L,298.4,308.2,1604,34.9,11,0,0,0,0,0,0,9.800000000000011,0.021758104738154614
2003,L49182,L,298.5,308.2,1654,27.1,13,0,0,0,0,0,0,9.699999999999989,0.016384522370012092
2004,M16863,M,298.5,308.2,1564,37.5,15,0,0,0,0,0,0,9.699999999999989,0.0239769820971867
2005,L49184,L,298.5,308.2,1451,47.5,18,0,0,0,0,0,0,9.699999999999989,0.03273604410751206
2006,L49185,L,298.5,308.3,1504,38.0,20,0,0,0,0,0,0,9.800000000000011,0.02526595744680851
2007,M16866,M,298.5,308.3,1381,50.5,22,0,0,0,0,0,0,9.800000000000011,0.036567704561911656
2008,L49187,L,298.6,308.4,1562,34.4,25,0,0,0,0,0,0,9.799999999999955,0.02202304737516005
2009,L49188,L,298.5,308.3,1811,24.7,27,0,0,0,0,0,0,9.800000000000011,0.013638873550524571
2010,M16869,M,298.6,308.3,1717,28.7,29,0,0,0,0,0,0,9.699999999999989,0.016715200931857892
2011,L49190,L,298.6,308.3,1278,60.5,32,0,0,0,0,0,0,9.699999999999989,0.047339593114241005
